 T  Chosen      Candidates            From    Delay    Data size


293s 55        37 31 49 61 7 55     55    0.811618    0.996355
294s 55        37 31 49 61 7 55     55    0.891969    0.96516
295s 55        37 31 49 61 7 55     55    0.40449    0.484583
296s 55        37 31 49 61 7 55     55    0.354304    0.548416
297s 55        37 31 49 61 7 55     55    0.301198    0.637705
298s 55        37 31 49 61 7 55     55    0.12258    0.256106
299s 55        37 31 49 61 7 55     55    0.549831    0.593452
300s 55        37 31 49 61 7 55     55    0.157971    0.246185
301s 55        37 31 49 61 7 55     55    0.293792    0.303727
302s 55        37 31 49 61 7 55     55    0.161861    0.266297
303s 55        37 31 49 61 7 55     55    0.832745    0.888043
304s 55        37 31 49 61 7 55     55    0.488997    0.967766
305s 55        37 31 49 61 7 55     55    0.243632    0.374718
306s 55        37 31 49 61 7 55     55    0.288736    0.632609
307s 55        37 31 49 61 7 55     55    0.731317    0.859465
308s 55        37 31 49 61 7 55     55    0.507092    0.86997
309s 55        37 31 49 61 7 55     55    0.487824    0.998626
310s 55        37 31 49 61 7 55     55    0.189723    0.336027
311s 55        37 31 49 61 7 55     55    0.552115    0.993037
312s 55        37 31 49 61 7 55     55    0.3768    0.408276
313s 55        37 31 49 61 7 55     55    0.218318    0.326136
314s 55        37 31 49 61 7 55     55    0.47125    0.753582
315s 55        37 31 49 61 7 55     55    0.345665    0.576533
316s 55        37 31 49 61 7 55     55    0.808096    0.916456
317s 55        37 31 49 61 7 55     55    0.375165    0.765945
318s 55        37 31 49 61 7 55     55    0.299233    0.472551
319s 55        37 31 49 61 7 55     55    0.39993    0.472005
320s 55        37 31 49 61 7 55     55    0.13087    0.251739
321s 55        37 31 49 61 7 55     55    0.371738    0.7574
322s 55        37 31 49 61 7 55     55    0.63815    0.891296
323s 55        37 31 49 61 7 55     55    0.375908    0.798726
324s 55        37 31 49 61 7 55     55    0.236737    0.432698
325s 55        37 31 49 61 7 55     55    0.388245    0.853628
326s 55        37 31 49 61 7 55     55    0.488315    0.792866
327s 55        37 31 49 61 7 55     55    0.436197    0.878178
328s 55        37 31 49 61 7 55     55    0.186194    0.326427
329s 55        37 31 49 61 7 55     55    0.149646    0.265257
330s 55        37 31 49 61 7 55     55    0.689458    0.755971
331s 55        37 31 49 61 7 55     55    0.209025    0.446147
332s 55        37 31 49 61 7 55     55    0.665016    0.873136
333s 55        37 31 49 61 7 55     55    0.419992    0.648789
334s 55        37 31 49 61 7 55     55    0.425871    0.781722
335s 55        37 31 49 61 7 55     55    0.428145    0.935888
336s 55        37 31 49 61 7 55     55    0.442421    0.487286
337s 55        37 31 49 61 7 55     55    0.15813    0.275905
338s 55        37 31 49 61 7 55     55    0.490549    0.781352
339s 55        37 31 49 61 7 55     55    0.26032    0.524719
340s 55        37 31 49 61 7 55     55    0.17015    0.311574
341s 55        37 31 49 61 7 55     55    0.429752    0.630771
